Date,Name,League,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,Goals Against,Saves,Save Percentage,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Passes Completed (Passes longer than 40 yards),Passes Attempted (Passes longer than 40 yards),Pass Completion Percentage (Passes longer than 40 yards),Passes Attempted,Throws Attempted,Percentage of Passes that were Launched,"Average length of passes, in yards",Goal Kick Passes Attempted,Percentage of Goal Kicks that were Launched,Average length of goal kicks,Opponent's attempted crosses into penalty area,Number of crosses into penalty area successfully stopped,Percentage of crosses into penalty area successfully stopped,Number of defensive actions outside of penalty area,Average distance from goal to perform defensive actions
20/9/20,Wojciech Szczęsny,Serie A,Matchweek 1,Home,W 3–0,Juventus,Sampdoria,Y,GK,90,1,0,1,100,1,0,0,0,0,0,5,9,55.6,38,4,15.8,29.8,9,33.3,25.4,7,0,0,1,15.2
27/9/20,Wojciech Szczęsny,Serie A,Matchweek 2,Away,D 2–2,Juventus,Roma,Y,GK,90,4,2,3,75,0,2,1,1,0,0,7,7,100,41,5,17.1,24.9,4,0,17.3,5,0,0,1,16.6
25/10/20,Wojciech Szczęsny,Serie A,Matchweek 5,Home,D 1–1,Juventus,Hellas Verona,Y,GK,90,2,1,1,50,0,0.2,0,0,0,0,4,7,57.1,30,4,23.3,28.9,5,0,16.8,12,0,0,1,17.2
8/11/20,Wojciech Szczęsny,Serie A,Matchweek 7,Away,D 1–1,Juventus,Lazio,Y,GK,90,3,1,2,66.7,0,1.3,0,0,0,0,4,6,66.7,21,5,23.8,27.9,11,9.1,21.2,12,0,0,0,13.3
28/11/20,Wojciech Szczęsny,Serie A,Matchweek 9,Away,D 1–1,Juventus,Benevento,Y,GK,90,3,1,2,66.7,0,1.1,0,0,0,0,3,4,75,12,3,25,34.1,4,25,33.8,10,1,10,2,13.8
5/12/20,Wojciech Szczęsny,Serie A,Matchweek 10,Home,W 2–1,Juventus,Torino,Y,GK,90,2,1,1,50,0,0.9,0,0,0,0,0,1,0,18,2,5.6,27.7,4,0,19.3,5,1,20,1,22.5
13/12/20,Wojciech Szczęsny,Serie A,Matchweek 11,Away,W 3–1,Juventus,Genoa,Y,GK,90,2,1,1,50,0,0.6,0,0,0,0,2,2,100,27,3,7.4,25.1,1,0,14,1,0,0,1,13.2
16/12/20,Wojciech Szczęsny,Serie A,Matchweek 12,Home,D 1–1,Juventus,Atalanta,Y,GK,90,6,1,5,83.3,0,1.1,0,0,0,0,4,9,44.4,27,4,22.2,30.4,9,33.3,31.2,4,0,0,2,17.2
22/12/20,Wojciech Szczęsny,Serie A,Matchweek 14,Home,L 0–3,Juventus,Fiorentina,Y,GK,90,5,3,3,40,0,2,0,0,0,0,0,0,,25,7,0,23.8,4,0,15.3,11,0,0,0,11.5
3/1/21,Wojciech Szczęsny,Serie A,Matchweek 15,Home,W 4–1,Juventus,Udinese,Y,GK,90,3,1,2,66.7,0,1.2,0,0,0,0,2,3,66.7,24,6,12.5,26.1,6,0,19.3,8,1,12.5,1,25.5
6/1/21,Wojciech Szczęsny,Serie A,Matchweek 16,Away,W 3–1,Juventus,Milan,Y,GK,90,8,1,7,87.5,0,1.8,0,0,0,0,4,11,36.4,32,6,31.3,33,14,7.1,20.3,7,0,0,0,10.8
10/1/21,Wojciech Szczęsny,Serie A,Matchweek 17,Home,W 3–1,Juventus,Sassuolo,Y,GK,90,2,1,1,50,0,0.9,0,0,0,0,1,3,33.3,35,5,8.6,23.7,7,0,21.3,5,0,0,1,11.8
17/1/21,Wojciech Szczęsny,Serie A,Matchweek 18,Away,L 0–2,Juventus,Inter,Y,GK,90,6,2,4,66.7,0,1.9,0,0,0,0,2,3,66.7,20,4,10,24.8,8,12.5,22.8,8,0,0,1,14.8
24/1/21,Wojciech Szczęsny,Serie A,Matchweek 19,Home,W 2–0,Juventus,Bologna,Y,GK,90,2,0,2,100,1,0,0,0,0,0,6,12,50,39,5,30.8,33.8,2,0,35,9,2,22.2,0,4.2
30/1/21,Wojciech Szczęsny,Serie A,Matchweek 20,Away,W 2–0,Juventus,Sampdoria,Y,GK,90,1,0,1,100,1,0,0,0,0,0,5,6,83.3,26,2,23.1,29.6,4,0,9.5,17,2,11.8,0,9.2
6/2/21,Wojciech Szczęsny,Serie A,Matchweek 21,Home,W 2–0,Juventus,Roma,Y,GK,90,3,0,3,100,1,0,0,0,0,0,4,10,40,42,8,16.7,26.7,13,23.1,30,11,1,9.1,0,6.2
13/2/21,Wojciech Szczęsny,Serie A,Matchweek 22,Away,L 0–1,Juventus,Napoli,Y,GK,90,1,1,1,100,0,1.1,1,1,0,0,3,4,75,25,2,16,26.3,5,0,20.6,7,0,0,2,23.6
27/2/21,Wojciech Szczęsny,Serie A,Matchweek 24,Away,D 1–1,Juventus,Hellas Verona,Y,GK,90,6,1,3,83.3,0,1.4,0,0,0,0,6,16,37.5,37,6,37.8,32.2,5,40,36.2,11,3,27.3,1,13.3
2/3/21,Wojciech Szczęsny,Serie A,Matchweek 25,Home,W 3–0,Juventus,Spezia,Y,GK,90,0,0,0,,1,0.8,1,0,1,0,3,5,60,25,2,16,26.1,5,20,23,8,1,12.5,3,28
6/3/21,Wojciech Szczęsny,Serie A,Matchweek 26,Home,W 3–1,Juventus,Lazio,Y,GK,90,4,1,3,75,0,0.8,0,0,0,0,3,6,50,22,6,18.2,31.1,10,20,29.9,9,0,0,0,11.2
14/3/21,Wojciech Szczęsny,Serie A,Matchweek 27,Away,W 3–1,Juventus,Cagliari,Y,GK,90,4,1,3,75,0,1,0,0,0,0,5,12,41.7,33,5,33.3,32.6,7,14.3,18.1,18,1,5.6,0,6
21/3/21,Wojciech Szczęsny,Serie A,Matchweek 28,Home,L 0–1,Juventus,Benevento,Y,GK,90,1,1,0,0,0,0.7,0,0,0,0,5,6,83.3,21,4,9.5,26.7,5,80,50.2,4,0,0,2,26.8
3/4/21,Wojciech Szczęsny,Serie A,Matchweek 29,Away,D 2–2,Juventus,Torino,Y,GK,90,6,2,4,66.7,0,1.2,0,0,0,0,2,3,66.7,17,6,17.6,26.6,7,0,18.3,9,2,22.2,0,10.5
11/4/21,Wojciech Szczęsny,Serie A,Matchweek 30,Home,W 3–1,Juventus,Genoa,Y,GK,90,3,1,2,66.7,0,0.8,0,0,0,0,2,3,66.7,25,5,12,24.4,5,0,20.2,4,0,0,0,8.4
18/4/21,Wojciech Szczęsny,Serie A,Matchweek 31,Away,L 0–1,Juventus,Atalanta,Y,GK,90,2,1,1,50,0,0.7,0,0,0,0,6,11,54.5,39,2,28.2,34.6,6,0,13,9,0,0,0,8.3
25/4/21,Wojciech Szczęsny,Serie A,Matchweek 33,Away,D 1–1,Juventus,Fiorentina,Y,GK,90,4,1,4,100,0,1.7,1,1,0,0,4,6,66.7,23,5,26.1,32.1,4,0,12,5,0,0,1,12
2/5/21,Wojciech Szczęsny,Serie A,Matchweek 34,Away,W 2–1,Juventus,Udinese,Y,GK,90,2,1,1,50,0,0.2,0,0,0,0,3,3,100,12,2,16.7,26.8,4,25,32.8,7,0,0,1,24.5
9/5/21,Wojciech Szczęsny,Serie A,Matchweek 35,Home,L 0–3,Juventus,Milan,Y,GK,90,4,3,1,25,0,1.3,1,0,1,0,6,7,85.7,37,5,16.2,26,3,33.3,23.3,4,0,0,1,17.8
15/5/21,Wojciech Szczęsny,Serie A,Matchweek 37,Home,W 3–2,Juventus,Inter,Y,GK,90,2,2,2,50,0,1,1,1,0,0,10,15,66.7,33,3,39.4,36.7,7,28.6,35.7,9,0,0,1,23.3
19/9/20,Bartłomiej Drągowski,Serie A,Matchweek 1,Home,W 1–0,Fiorentina,Torino,Y,GK,90,3,0,3,100,1,0.8,0,0,0,0,5,9,55.6,20,7,40,36.7,3,33.3,36.3,4,0,0,0,14.3
26/9/20,Bartłomiej Drągowski,Serie A,Matchweek 2,Away,L 3–4,Fiorentina,Inter,Y,GK,90,7,4,4,42.9,0,2,0,0,0,0,9,25,36,33,6,63.6,46.9,11,36.4,31.7,16,1,6.3,2,19.7
2/10/20,Bartłomiej Drągowski,Serie A,Matchweek 3,Home,L 1–2,Fiorentina,Sampdoria,Y,GK,90,7,2,6,85.7,0,1.6,1,1,0,0,4,8,50,26,10,26.9,32.8,6,16.7,23.5,6,1,16.7,1,15.4
18/10/20,Bartłomiej Drągowski,Serie A,Matchweek 4,Away,D 2–2,Fiorentina,Spezia,Y,GK,90,2,2,0,0,0,1.4,0,0,0,0,9,17,52.9,30,4,50,41,4,50,40.3,5,0,0,0,9.7
25/10/20,Bartłomiej Drągowski,Serie A,Matchweek 5,Home,W 3–2,Fiorentina,Udinese,Y,GK,90,6,2,4,66.7,0,2.1,0,0,0,0,6,16,37.5,23,7,52.2,43.1,9,44.4,37.9,19,1,5.3,0,6.2
1/11/20,Bartłomiej Drągowski,Serie A,Matchweek 6,Away,L 0–2,Fiorentina,Roma,Y,GK,90,6,2,4,66.7,0,2.4,0,0,0,0,2,7,28.6,23,6,30.4,31,8,0,19.6,6,1,16.7,0,11.5
7/11/20,Bartłomiej Drągowski,Serie A,Matchweek 7,Away,D 0–0,Fiorentina,Parma,Y,GK,90,0,0,0,,1,0,0,0,0,0,3,4,75,16,5,18.8,26.2,7,14.3,20.6,9,0,0,0,8.3
22/11/20,Bartłomiej Drągowski,Serie A,Matchweek 8,Home,L 0–1,Fiorentina,Benevento,Y,GK,90,4,1,3,75,0,1.3,0,0,0,0,5,10,50,27,4,33.3,32.1,10,10,15.7,10,0,0,1,16.7
29/11/20,Bartłomiej Drągowski,Serie A,Matchweek 9,Away,L 0–2,Fiorentina,Milan,Y,GK,90,2,2,1,50,0,2.8,2,1,1,0,5,10,50,23,7,30.4,33.4,9,33.3,33,9,2,22.2,0,10.4
7/12/20,Bartłomiej Drągowski,Serie A,Matchweek 10,Home,D 1–1,Fiorentina,Genoa,Y,GK,90,3,1,2,66.7,0,1,0,0,0,0,1,4,25,17,6,23.5,29.3,1,0,13,11,0,0,0,14
13/12/20,Bartłomiej Drągowski,Serie A,Matchweek 11,Away,L 0–3,Fiorentina,Atalanta,Y,GK,90,7,3,4,57.1,0,2.9,0,0,0,0,1,10,10,28,5,35.7,37.1,8,0,20.4,10,0,0,0,8.5
16/12/20,Bartłomiej Drągowski,Serie A,Matchweek 12,Home,D 1–1,Fiorentina,Sassuolo,Y,GK,90,5,1,4,80,0,1,0,0,0,0,15,33,45.5,35,5,74.3,52,10,70,47.3,7,0,0,0,15
19/12/20,Bartłomiej Drągowski,Serie A,Matchweek 13,Home,D 1–1,Fiorentina,Hellas Verona,Y,GK,90,2,1,2,100,0,1.3,1,1,0,0,12,36,33.3,36,1,86.1,54.7,5,100,71.2,9,1,11.1,0,15.5
22/12/20,Bartłomiej Drągowski,Serie A,Matchweek 14,Away,W 3–0,Fiorentina,Juventus,Y,GK,90,3,0,3,100,1,0,0,0,0,0,8,15,53.3,22,6,50,40.7,6,66.7,53.8,8,0,0,2,16
3/1/21,Bartłomiej Drągowski,Serie A,Matchweek 15,Home,D 0–0,Fiorentina,Bologna,Y,GK,90,3,0,3,100,1,0.6,0,0,0,0,4,10,40,17,4,41.2,33.1,4,75,55.8,6,0,0,0,12.4
6/1/21,Bartłomiej Drągowski,Serie A,Matchweek 16,Away,L 1–2,Fiorentina,Lazio,Y,GK,90,3,2,1,33.3,0,1.6,0,0,0,0,2,5,40,19,4,26.3,32.8,5,0,23.4,4,0,0,2,23
10/1/21,Bartłomiej Drągowski,Serie A,Matchweek 17,Home,W 1–0,Fiorentina,Cagliari,Y,GK,90,1,0,1,100,1,1,1,0,1,0,4,8,50,12,2,41.7,33.5,9,33.3,31.1,11,1,9.1,1,46
17/1/21,Bartłomiej Drągowski,Serie A,Matchweek 18,Away,L 0–6,Fiorentina,Napoli,Y,GK,90,6,6,1,16.7,0,4.2,1,1,0,0,2,5,40,19,1,26.3,28,3,0,17.3,3,0,0,1,20.5
23/1/21,Bartłomiej Drągowski,Serie A,Matchweek 19,Home,W 2–1,Fiorentina,Crotone,Y,GK,90,3,1,2,66.7,0,0.4,0,0,0,0,6,13,46.2,23,8,43.5,41.8,5,60,46.2,13,2,15.4,0,12.6
29/1/21,Bartłomiej Drągowski,Serie A,Matchweek 20,Away,D 1–1,Fiorentina,Torino,Y,GK,90,3,1,2,66.7,0,1,0,0,0,0,8,21,38.1,20,6,55,46,15,66.7,50.9,19,2,10.5,0,13.5
5/2/21,Bartłomiej Drągowski,Serie A,Matchweek 21,Home,L 0–2,Fiorentina,Inter,Y,GK,90,6,2,4,66.7,0,2.6,0,0,0,0,3,5,60,13,6,15.4,26.8,8,37.5,37.9,4,0,0,1,14.8
14/2/21,Bartłomiej Drągowski,Serie A,Matchweek 22,Away,L 1–2,Fiorentina,Sampdoria,Y,GK,90,3,2,1,33.3,0,1,0,0,0,0,3,19,15.8,25,4,60,44.2,5,80,55.8,4,0,0,2,21.4
19/2/21,Bartłomiej Drągowski,Serie A,Matchweek 23,Home,W 3–0,Fiorentina,Spezia,Y,GK,90,2,0,2,100,1,0.4,0,0,0,0,14,26,53.8,23,4,65.2,43,11,100,64.5,6,0,0,0,7.8
28/2/21,Bartłomiej Drągowski,Serie A,Matchweek 24,Away,L 0–1,Fiorentina,Udinese,Y,GK,90,2,1,1,50,0,0.8,0,0,0,0,5,8,62.5,17,3,35.3,34.8,8,25,26.9,8,2,25,0,12.3
3/3/21,Bartłomiej Drągowski,Serie A,Matchweek 25,Home,L 1–2,Fiorentina,Roma,Y,GK,90,6,2,4,66.7,0,1.3,0,0,0,0,10,20,50,28,7,60.7,43,8,37.5,32.1,15,2,13.3,1,18
7/3/21,Bartłomiej Drągowski,Serie A,Matchweek 26,Home,D 3–3,Fiorentina,Parma,Y,GK,90,3,3,1,33.3,0,2.7,1,1,0,0,9,23,39.1,16,3,81.3,49.9,10,100,65.9,10,0,0,0,15.5
13/3/21,Bartłomiej Drągowski,Serie A,Matchweek 27,Away,W 4–1,Fiorentina,Benevento,Y,GK,90,4,1,3,75,0,1.1,0,0,0,0,5,24,20.8,19,2,78.9,52.9,9,100,69.8,14,0,0,0,12
21/3/21,Bartłomiej Drągowski,Serie A,Matchweek 28,Home,L 2–3,Fiorentina,Milan,Y,GK,43,1,1,0,0,0,0.8,0,0,0,0,4,11,36.4,8,0,87.5,62.6,4,100,67.5,6,0,0,0,9.5
3/4/21,Bartłomiej Drągowski,Serie A,Matchweek 29,Away,D 1–1,Fiorentina,Genoa,Y,GK,90,1,1,0,0,0,0.7,0,0,0,0,7,22,31.8,27,4,55.6,44.9,9,77.8,57.8,17,0,0,0,10
11/4/21,Bartłomiej Drągowski,Serie A,Matchweek 30,Home,L 2–3,Fiorentina,Atalanta,Y,GK,90,7,3,5,71.4,0,4,1,1,0,0,6,19,31.6,26,3,53.8,38.2,7,71.4,54.3,4,1,25,1,17.8
17/4/21,Bartłomiej Drągowski,Serie A,Matchweek 31,Away,L 1–3,Fiorentina,Sassuolo,Y,GK,90,3,3,2,66.7,0,2.5,2,2,0,0,11,21,52.4,28,4,57.1,46.4,6,83.3,63.2,10,0,0,1,16.9
20/4/21,Bartłomiej Drągowski,Serie A,Matchweek 32,Away,W 2–1,Fiorentina,Hellas Verona,Y,GK,90,4,1,3,75,0,1.7,0,0,0,0,12,21,57.1,21,4,71.4,53.5,8,75,59.5,9,2,22.2,0,9.7
25/4/21,Bartłomiej Drągowski,Serie A,Matchweek 33,Home,D 1–1,Fiorentina,Juventus,Y,GK,90,1,1,0,0,0,0.3,0,0,0,0,9,27,33.3,24,6,62.5,46.3,12,100,65.3,12,3,25,0,13.6
2/5/21,Bartłomiej Drągowski,Serie A,Matchweek 34,Away,D 3–3,Fiorentina,Bologna,Y,GK,90,6,3,3,50,0,3.6,0,0,0,0,5,17,29.4,24,4,58.3,47.1,4,75,50,14,0,0,0,10.2
8/5/21,Bartłomiej Drągowski,Serie A,Matchweek 35,Home,W 2–0,Fiorentina,Lazio,Y,GK,90,3,0,3,100,1,0.6,0,0,0,0,13,30,43.3,28,6,75,55.5,9,100,66.3,16,1,6.3,1,12.4
12/5/21,Bartłomiej Drągowski,Serie A,Matchweek 36,Away,D 0–0,Fiorentina,Cagliari,Y,GK,45,0,0,0,,1,0,0,0,0,0,2,7,28.6,6,1,50,46.5,4,100,67,1,1,100,0,
21/9/20,Gianluigi Donnarumma,Serie A,Matchweek 1,Home,W 2–0,Milan,Bologna,Y*,GK,90,4,0,4,100,1,1.2,0,0,0,0,5,12,41.7,31,4,35.5,30.1,2,50,44.5,4,0,0,0,11.5
27/9/20,Gianluigi Donnarumma,Serie A,Matchweek 2,Away,W 2–0,Milan,Crotone,Y*,GK,90,0,0,0,,1,0,0,0,0,0,5,18,27.8,25,3,48,40.7,9,66.7,47.8,12,1,8.3,1,17
4/10/20,Gianluigi Donnarumma,Serie A,Matchweek 3,Home,W 3–0,Milan,Spezia,Y*,GK,90,2,0,2,100,1,0.3,0,0,0,0,5,15,33.3,42,0,33.3,29.9,1,100,59,4,0,0,0,8
17/10/20,Gianluigi Donnarumma,Serie A,Matchweek 4,Away,W 2–1,Milan,Inter,Y,GK,90,5,1,4,80,0,1.2,0,0,0,0,5,17,29.4,24,3,45.8,39.6,7,85.7,56.3,7,0,0,0,12.8
1/11/20,Gianluigi Donnarumma,Serie A,Matchweek 6,Away,W 2–1,Milan,Udinese,Y,GK,90,1,1,1,100,0,0.9,1,1,0,0,2,5,40,17,4,29.4,32.4,6,0,21,12,3,25,1,15.3
8/11/20,Gianluigi Donnarumma,Serie A,Matchweek 7,Home,D 2–2,Milan,Hellas Verona,Y*,GK,90,2,2,1,0,0,1.5,0,0,0,0,4,15,26.7,29,1,51.7,39.8,5,0,11.4,4,0,0,2,31.3
22/11/20,Gianluigi Donnarumma,Serie A,Matchweek 8,Away,W 3–1,Milan,Napoli,Y,GK,90,7,1,6,85.7,0,2.6,0,0,0,0,9,17,52.9,21,4,47.6,37.2,8,87.5,51.1,10,3,30,0,18.7
29/11/20,Gianluigi Donnarumma,Serie A,Matchweek 9,Home,W 2–0,Milan,Fiorentina,Y,GK,90,2,0,2,100,1,0.6,0,0,0,0,4,14,28.6,25,4,48,43,4,50,40.8,14,1,7.1,0,10
6/12/20,Gianluigi Donnarumma,Serie A,Matchweek 10,Away,W 2–1,Milan,Sampdoria,Y,GK,90,3,1,2,66.7,0,0.7,0,0,0,0,5,13,38.5,33,4,30.3,32,5,60,37.2,13,1,7.7,2,21
13/12/20,Gianluigi Donnarumma,Serie A,Matchweek 11,Home,D 2–2,Milan,Parma,Y,GK,90,2,2,0,0,0,1.4,0,0,0,0,2,3,66.7,16,3,18.8,26.6,2,0,25.5,4,1,25,0,9
16/12/20,Gianluigi Donnarumma,Serie A,Matchweek 12,Away,D 2–2,Milan,Genoa,Y,GK,90,4,2,2,50,0,1.4,0,0,0,0,2,7,28.6,25,2,24,30.6,3,33.3,32.3,3,0,0,0,12.5
20/12/20,Gianluigi Donnarumma,Serie A,Matchweek 13,Away,W 2–1,Milan,Sassuolo,Y,GK,90,5,1,4,80,0,1.1,0,0,0,0,5,15,33.3,31,3,41.9,34.9,6,33.3,25.8,7,0,0,0,14.1
23/12/20,Gianluigi Donnarumma,Serie A,Matchweek 14,Home,W 3–2,Milan,Lazio,Y,GK,90,6,2,4,66.7,0,2.2,1,0,1,0,3,9,33.3,18,6,38.9,35.4,5,40,32.8,15,0,0,1,12
3/1/21,Gianluigi Donnarumma,Serie A,Matchweek 15,Away,W 2–0,Milan,Benevento,Y,GK,90,5,0,5,100,1,0.5,1,0,0,1,3,25,12,30,5,50,39.3,11,90.9,55.4,22,2,9.1,0,8.9
6/1/21,Gianluigi Donnarumma,Serie A,Matchweek 16,Home,L 1–3,Milan,Juventus,Y,GK,90,6,3,3,50,0,2.5,0,0,0,0,3,9,33.3,27,7,33.3,30.1,2,0,24.5,7,0,0,0,7.2
9/1/21,Gianluigi Donnarumma,Serie A,Matchweek 17,Home,W 2–0,Milan,Torino,Y,GK,90,2,0,2,100,1,0.2,0,0,0,0,1,4,25,27,6,14.8,25.8,2,0,11.5,9,2,22.2,0,14.3
18/1/21,Gianluigi Donnarumma,Serie A,Matchweek 18,Away,W 2–0,Milan,Cagliari,Y,GK,90,2,0,2,100,1,0.2,0,0,0,0,9,14,64.3,33,6,30.3,29.3,12,33.3,32.4,13,2,15.4,0,18.5
23/1/21,Gianluigi Donnarumma,Serie A,Matchweek 19,Home,L 0–3,Milan,Atalanta,Y*,GK,90,7,3,5,71.4,0,2.4,1,1,0,0,9,17,52.9,32,5,46.9,34.3,8,25,30.9,7,2,28.6,2,24.8
30/1/21,Gianluigi Donnarumma,Serie A,Matchweek 20,Away,W 2–1,Milan,Bologna,Y,GK,90,5,1,4,80,0,2,0,0,0,0,13,23,56.5,39,2,46.2,36.1,5,100,60.4,10,0,0,0,8.8
7/2/21,Gianluigi Donnarumma,Serie A,Matchweek 21,Home,W 4–0,Milan,Crotone,Y,GK,90,2,0,2,100,1,0.2,0,0,0,0,4,7,57.1,24,2,25,29,8,12.5,23.6,11,0,0,1,34
13/2/21,Gianluigi Donnarumma,Serie A,Matchweek 22,Away,L 0–2,Milan,Spezia,Y,GK,90,4,2,2,50,0,2,0,0,0,0,3,10,30,40,4,22.5,28.9,7,14.3,17.6,11,0,0,1,12.8
21/2/21,Gianluigi Donnarumma,Serie A,Matchweek 23,Home,L 0–3,Milan,Inter,Y,GK,90,6,3,3,50,0,2.3,0,0,0,0,1,1,100,11,4,9.1,26.1,6,0,31,6,0,0,0,3.5
28/2/21,Gianluigi Donnarumma,Serie A,Matchweek 24,Away,W 2–1,Milan,Roma,Y*,GK,90,8,1,7,87.5,0,1.2,0,0,0,0,4,8,50,36,7,22.2,28.9,7,0,13.6,8,1,12.5,1,17.5
3/3/21,Gianluigi Donnarumma,Serie A,Matchweek 25,Home,D 1–1,Milan,Udinese,Y,GK,90,1,1,0,0,0,0,0,0,0,0,3,3,100,13,0,7.7,27.7,5,40,25.4,3,0,0,0,
7/3/21,Gianluigi Donnarumma,Serie A,Matchweek 26,Away,W 2–0,Milan,Hellas Verona,Y,GK,90,0,0,0,,1,0,0,0,0,0,4,15,26.7,25,4,44,34.7,5,80,50.8,6,1,16.7,0,13
14/3/21,Gianluigi Donnarumma,Serie A,Matchweek 27,Home,L 0–1,Milan,Napoli,Y*,GK,90,4,1,3,75,0,1.5,0,0,0,0,10,15,66.7,48,7,29.2,27.3,5,20,27.4,2,0,0,1,16.1
21/3/21,Gianluigi Donnarumma,Serie A,Matchweek 28,Away,W 3–2,Milan,Fiorentina,Y*,GK,90,2,2,0,0,0,0.9,0,0,0,0,7,12,58.3,30,4,36.7,31.8,6,16.7,30.3,11,0,0,0,11.8
3/4/21,Gianluigi Donnarumma,Serie A,Matchweek 29,Home,D 1–1,Milan,Sampdoria,Y*,GK,90,4,1,3,75,0,0.6,0,0,0,0,2,5,40,33,4,15.2,28.1,2,0,12,11,1,9.1,1,16.3
10/4/21,Gianluigi Donnarumma,Serie A,Matchweek 30,Away,W 3–1,Milan,Parma,Y*,GK,90,5,1,4,80,0,1.4,0,0,0,0,4,16,25,26,3,30.8,34.5,11,72.7,50,17,1,5.9,1,24
18/4/21,Gianluigi Donnarumma,Serie A,Matchweek 31,Home,W 2–1,Milan,Genoa,Y*,GK,90,2,1,1,50,0,0.8,0,0,0,0,3,6,50,23,4,21.7,32.3,5,20,28.8,8,2,25,0,7
21/4/21,Gianluigi Donnarumma,Serie A,Matchweek 32,Home,L 1–2,Milan,Sassuolo,Y*,GK,90,6,2,4,66.7,0,1.8,0,0,0,0,4,6,66.7,32,2,18.8,28.2,4,0,24.8,6,1,16.7,2,22.5
26/4/21,Gianluigi Donnarumma,Serie A,Matchweek 33,Away,L 0–3,Milan,Lazio,Y*,GK,90,5,3,2,40,0,2.4,0,0,0,0,3,3,100,29,6,6.9,22.1,5,20,34.2,1,0,0,1,13.7
1/5/21,Gianluigi Donnarumma,Serie A,Matchweek 34,Home,W 2–0,Milan,Benevento,Y,GK,90,1,0,1,100,1,0.1,0,0,0,0,5,6,83.3,20,6,20,27.4,11,18.2,19.6,13,1,7.7,0,8.2
9/5/21,Gianluigi Donnarumma,Serie A,Matchweek 35,Away,W 3–0,Milan,Juventus,Y*,GK,90,1,0,1,100,1,0,0,0,0,0,7,14,50,23,2,43.5,33,8,50,41.5,15,1,6.7,0,11.8
12/5/21,Gianluigi Donnarumma,Serie A,Matchweek 36,Away,W 7–0,Milan,Torino,Y*,GK,90,1,0,1,100,1,0.7,0,0,0,0,6,13,46.2,31,4,25.8,28.7,9,55.6,45.2,12,1,8.3,0,16
16/5/21,Gianluigi Donnarumma,Serie A,Matchweek 37,Home,D 0–0,Milan,Cagliari,Y*,GK,90,2,0,2,100,1,0.9,0,0,0,0,4,10,40,26,2,38.5,33.3,5,0,23.4,10,0,0,2,32
19/9/20,Marco Silvestri,Serie A,Matchweek 1,Home,W 3–0,Hellas Verona,Roma,Y,GK,90,4,,4,,1,0.6,0,0,0,0,11,33,33.3,26,1,92.3,53.8,9,100,65.1,8,1,12.5,1,14.2
27/9/20,Marco Silvestri,Serie A,Matchweek 2,Home,W 1–0,Hellas Verona,Udinese,Y,GK,90,4,0,3,100,1,0.2,0,0,0,0,9,26,34.6,21,1,66.7,47,12,100,62.1,14,1,7.1,1,15.4
4/10/20,Marco Silvestri,Serie A,Matchweek 3,Away,L 0–1,Hellas Verona,Parma,Y,GK,90,4,1,3,75,0,1.1,0,0,0,0,2,3,66.7,22,5,13.6,21.7,7,0,20.1,5,0,0,0,12
19/10/20,Marco Silvestri,Serie A,Matchweek 4,Home,D 0–0,Hellas Verona,Genoa,Y,GK,90,2,0,2,100,1,0.2,0,0,0,0,1,7,14.3,13,2,15.4,25.5,5,100,62.4,6,0,0,0,13.5
25/10/20,Marco Silvestri,Serie A,Matchweek 5,Away,D 1–1,Hellas Verona,Juventus,Y,GK,90,6,1,5,83.3,0,1.3,0,0,0,0,7,28,25,20,1,85,54.2,12,91.7,63.5,7,0,0,0,11.7
2/11/20,Marco Silvestri,Serie A,Matchweek 6,Home,W 3–1,Hellas Verona,Benevento,Y,GK,90,5,1,4,80,0,1.1,0,0,0,0,3,20,15,17,4,70.6,48.2,8,100,62.1,9,1,11.1,0,12
8/11/20,Marco Silvestri,Serie A,Matchweek 7,Away,D 2–2,Hellas Verona,Milan,Y,GK,90,8,2,7,75,0,1.6,1,0,0,1,10,33,30.3,20,0,85,56.9,16,100,65.1,16,0,0,0,8.2
22/11/20,Marco Silvestri,Serie A,Matchweek 8,Home,L 0–2,Hellas Verona,Sassuolo,Y,GK,90,4,2,2,50,0,0.3,0,0,0,0,6,20,30,24,3,62.5,45.8,6,83.3,52.3,1,0,0,1,17.2
28/11/20,Marco Silvestri,Serie A,Matchweek 9,Away,W 2–0,Hellas Verona,Atalanta,Y,GK,90,5,0,5,100,1,0.7,0,0,0,0,11,33,33.3,27,2,85.2,51.5,11,90.9,55.4,12,0,0,0,15.3
6/12/20,Marco Silvestri,Serie A,Matchweek 10,Home,D 1–1,Hellas Verona,Cagliari,Y,GK,90,3,1,1,66.7,0,1.4,0,0,0,0,12,24,50,23,3,65.2,42.3,10,90,56.9,17,1,5.9,0,9.5
12/12/20,Marco Silvestri,Serie A,Matchweek 11,Away,W 2–1,Hellas Verona,Lazio,Y,GK,90,4,1,3,75,0,0.7,0,0,0,0,5,19,26.3,18,1,72.2,54.9,6,100,64.2,14,0,0,0,11.4
