Date,Name,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,PKatt,PKA,PKsv,PKm,Cmp,PassAttemptedLong,Cmp%,PassAtt,Thr,Launch%,AvgLen,GoalKickAtt,GKLaunch%,GKAvgLen,Opp,Stp,Stp%,#OPA,AvgDist
2021-03-04,Hugo Lloris,Matchweek 33,Away,W 1–0,Tottenham,Fulham,Y*,GK,90,3,0,3,100.0,1,0.9,0,0,0,0,12,25,48.0,25,3,68.0,48.8,11,72.7,44.7,13,0,0.0,1,15.6
2021-05-02,Hugo Lloris,Matchweek 34,Home,W 4–0,Tottenham,Sheffield Utd,Y*,GK,90,1,0,1,100.0,1,0.5,0,0,0,0,3,6,50.0,20,3,20.0,24.4,4,50.0,42.3,9,0,0.0,0,12.5
2021-05-08,Hugo Lloris,Matchweek 35,Away,L 1–3,Tottenham,Leeds United,Y*,GK,90,7,3,4,57.1,0,3.8,0,0,0,0,3,17,17.6,27,6,40.7,32.3,9,66.7,44.7,14,0,0.0,0,11.3
2021-05-16,Hugo Lloris,Matchweek 36,Home,W 2–0,Tottenham,Wolves,Y*,GK,90,3,0,3,100.0,1,0.1,0,0,0,0,3,8,37.5,21,5,19.0,27.3,7,57.1,39.1,5,0,0.0,0,11.3
2021-05-19,Hugo Lloris,Matchweek 37,Home,L 1–2,Tottenham,Aston Villa,Y*,GK,90,4,2,3,50.0,0,0.5,0,0,0,0,2,4,50.0,15,4,26.7,28.7,9,0.0,22.3,4,0,0.0,0,11.5
2021-05-23,Hugo Lloris,Matchweek 38,Away,W 4–2,Tottenham,Leicester City,Y*,GK,90,4,2,4,100.0,0,2.2,2,2,0,0,7,15,46.7,29,2,44.8,37.9,7,28.6,27.1,1,0,0.0,1,17.3
2021-02-02,Rúnar Alex Rúnarsson,Matchweek 22,Away,L 1–2,Arsenal,Wolves,N,GK,16,2,0,2,100.0,0,0.1,0,0,0,0,0,3,0.0,10,2,30.0,31.8,1,0.0,30.0,4,0,0.0,0,17.5
2020-09-12,Łukasz Fabiański,Matchweek 1,Home,L 0–2,West Ham,Newcastle Utd,Y,GK,90.0,3.0,2.0,1.0,33.3,0.0,2.1,0.0,0.0,0.0,0.0,4.0,10.0,40.0,22.0,4.0,18.2,29.0,7.0,85.7,58.4,9.0,0.0,0.0,0.0,10.7
2020-09-19,Łukasz Fabiański,Matchweek 2,Away,L 1–2,West Ham,Arsenal,Y,GK,90.0,3.0,2.0,1.0,33.3,0.0,1.1,0.0,0.0,0.0,0.0,9.0,19.0,47.4,28.0,3.0,57.1,42.4,5.0,60.0,46.6,8.0,1.0,12.5,1.0,17.6
2020-09-27,Łukasz Fabiański,Matchweek 3,Home,W 4–0,West Ham,Wolves,Y,GK,90.0,2.0,0.0,2.0,100.0,1.0,0.8,0.0,0.0,0.0,0.0,6.0,20.0,30.0,22.0,4.0,72.7,51.7,7.0,57.1,46.7,15.0,1.0,6.7,0.0,15.0
2020-10-04,Łukasz Fabiański,Matchweek 4,Away,W 3–0,West Ham,Leicester City,Y,GK,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,41.7,28.0,4.0,75.0,47.4,3.0,100.0,64.7,9.0,0.0,0.0,0.0,11.1
2020-10-18,Łukasz Fabiański,Matchweek 5,Away,D 3–3,West Ham,Tottenham,Y,GK,90.0,6.0,3.0,3.0,50.0,0.0,1.8,0.0,0.0,0.0,0.0,7.0,9.0,77.8,18.0,9.0,33.3,34.8,4.0,75.0,49.8,7.0,0.0,0.0,0.0,11.0
2020-10-24,Łukasz Fabiański,Matchweek 6,Home,D 1–1,West Ham,Manchester City,Y,GK,90.0,7.0,1.0,6.0,85.7,0.0,1.7,0.0,0.0,0.0,0.0,14.0,25.0,56.0,19.0,1.0,68.4,50.8,15.0,80.0,58.9,15.0,2.0,13.3,0.0,11.0
2020-10-31,Łukasz Fabiański,Matchweek 7,Away,L 1–2,West Ham,Liverpool,Y,GK,90.0,2.0,2.0,1.0,50.0,0.0,1.9,1.0,1.0,0.0,0.0,10.0,28.0,35.7,26.0,1.0,80.8,56.2,8.0,87.5,60.1,7.0,1.0,14.3,0.0,10.8
2020-11-07,Łukasz Fabiański,Matchweek 8,Home,W 1–0,West Ham,Fulham,Y,GK,90.0,2.0,0.0,2.0,100.0,1.0,0.6,1.0,0.0,1.0,0.0,4.0,9.0,44.4,17.0,3.0,47.1,39.8,6.0,16.7,34.7,13.0,0.0,0.0,2.0,24.5
2020-11-22,Łukasz Fabiański,Matchweek 9,Away,W 1–0,West Ham,Sheffield Utd,Y,GK,90.0,5.0,0.0,5.0,100.0,1.0,0.8,0.0,0.0,0.0,0.0,10.0,19.0,52.6,24.0,4.0,66.7,52.1,3.0,100.0,65.3,11.0,0.0,0.0,0.0,6.5
2020-11-30,Łukasz Fabiański,Matchweek 10,Home,W 2–1,West Ham,Aston Villa,Y,GK,90.0,6.0,1.0,5.0,83.3,0.0,2.7,1.0,0.0,0.0,1.0,10.0,29.0,34.5,20.0,1.0,95.0,60.4,11.0,90.9,61.6,18.0,0.0,0.0,0.0,11.4
2020-12-05,Łukasz Fabiański,Matchweek 11,Home,L 1–3,West Ham,Manchester Utd,Y,GK,90.0,6.0,3.0,3.0,50.0,0.0,2.3,0.0,0.0,0.0,0.0,9.0,15.0,60.0,19.0,5.0,57.9,43.3,5.0,80.0,57.0,4.0,0.0,0.0,0.0,19.0
2020-12-11,Łukasz Fabiański,Matchweek 12,Away,W 2–1,West Ham,Leeds United,Y,GK,90.0,6.0,1.0,6.0,100.0,0.0,1.5,2.0,1.0,1.0,0.0,12.0,21.0,57.1,25.0,9.0,60.0,46.6,6.0,100.0,59.5,17.0,2.0,11.8,0.0,11.3
2020-12-16,Łukasz Fabiański,Matchweek 13,Home,D 1–1,West Ham,Crystal Palace,Y,GK,90.0,3.0,1.0,2.0,66.7,0.0,1.6,0.0,0.0,0.0,0.0,5.0,9.0,55.6,15.0,5.0,46.7,39.5,5.0,40.0,37.4,8.0,1.0,12.5,0.0,10.3
2020-12-21,Łukasz Fabiański,Matchweek 14,Away,L 0–3,West Ham,Chelsea,Y,GK,90.0,7.0,3.0,4.0,57.1,0.0,2.9,0.0,0.0,0.0,0.0,6.0,16.0,37.5,25.0,6.0,56.0,41.2,7.0,28.6,33.4,10.0,0.0,0.0,1.0,11.6
2020-12-27,Łukasz Fabiański,Matchweek 15,Home,D 2–2,West Ham,Brighton,Y,GK,90.0,4.0,2.0,2.0,50.0,0.0,1.8,0.0,0.0,0.0,0.0,8.0,20.0,40.0,19.0,8.0,47.4,41.5,11.0,100.0,59.6,6.0,0.0,0.0,1.0,15.0
2020-12-29,Łukasz Fabiański,Matchweek 16,Away,D 0–0,West Ham,Southampton,Y,GK,90.0,3.0,0.0,3.0,100.0,1.0,0.2,0.0,0.0,0.0,0.0,15.0,21.0,71.4,17.0,2.0,88.2,55.9,6.0,100.0,61.0,9.0,1.0,11.1,0.0,14.0
2021-01-19,Łukasz Fabiański,Matchweek 18,Home,W 2–1,West Ham,West Brom,Y,GK,90.0,2.0,1.0,1.0,50.0,0.0,0.1,0.0,0.0,0.0,0.0,7.0,11.0,63.6,19.0,6.0,36.8,33.7,8.0,50.0,43.9,11.0,2.0,18.2,0.0,7.0
2021-01-16,Łukasz Fabiański,Matchweek 19,Home,W 1–0,West Ham,Burnley,Y,GK,90.0,2.0,0.0,2.0,100.0,1.0,0.2,0.0,0.0,0.0,0.0,8.0,21.0,38.1,17.0,0.0,82.4,54.6,7.0,100.0,64.9,15.0,2.0,13.3,1.0,12.0
2021-01-26,Łukasz Fabiański,Matchweek 20,Away,W 3–2,West Ham,Crystal Palace,Y,GK,90.0,3.0,2.0,1.0,33.3,0.0,1.4,0.0,0.0,0.0,0.0,5.0,22.0,22.7,23.0,2.0,69.6,47.5,7.0,85.7,65.7,11.0,1.0,9.1,1.0,15.3
2021-01-31,Łukasz Fabiański,Matchweek 21,Home,L 1–3,West Ham,Liverpool,Y,GK,90.0,5.0,3.0,2.0,40.0,0.0,1.9,0.0,0.0,0.0,0.0,7.0,20.0,35.0,23.0,5.0,52.2,42.5,9.0,88.9,58.7,8.0,0.0,0.0,1.0,12.5
2021-02-03,Łukasz Fabiański,Matchweek 22,Away,W 3–1,West Ham,Aston Villa,Y,GK,90.0,2.0,1.0,1.0,50.0,0.0,0.6,0.0,0.0,0.0,0.0,8.0,16.0,50.0,14.0,2.0,64.3,45.9,8.0,87.5,56.0,8.0,0.0,0.0,0.0,14.7
2021-02-06,Łukasz Fabiański,Matchweek 23,Away,D 0–0,West Ham,Fulham,Y,GK,90.0,2.0,0.0,2.0,100.0,1.0,0.1,0.0,0.0,0.0,0.0,12.0,26.0,46.2,18.0,1.0,83.3,57.3,14.0,78.6,59.8,13.0,1.0,7.7,0.0,12.2
2021-02-15,Łukasz Fabiański,Matchweek 24,Home,W 3–0,West Ham,Sheffield Utd,Y,GK,90.0,5.0,0.0,5.0,100.0,1.0,1.5,0.0,0.0,0.0,0.0,6.0,15.0,40.0,23.0,6.0,47.8,38.2,8.0,50.0,43.4,15.0,1.0,6.7,0.0,7.5
2021-02-21,Łukasz Fabiański,Matchweek 25,Home,W 2–1,West Ham,Tottenham,Y,GK,90.0,4.0,1.0,3.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,31.0,29.0,20.0,2.0,85.0,60.1,15.0,93.3,68.0,13.0,1.0,7.7,0.0,10.3
2021-03-08,Łukasz Fabiański,Matchweek 27,Home,W 2–0,West Ham,Leeds United,Y,GK,90.0,2.0,0.0,2.0,100.0,1.0,0.4,0.0,0.0,0.0,0.0,10.0,22.0,45.5,13.0,4.0,61.5,48.2,15.0,93.3,58.9,11.0,2.0,18.2,0.0,5.0
2021-03-14,Łukasz Fabiański,Matchweek 28,Away,L 0–1,West Ham,Manchester Utd,Y,GK,90.0,4.0,1.0,3.0,75.0,0.0,1.1,0.0,0.0,0.0,0.0,8.0,13.0,61.5,18.0,2.0,50.0,40.2,4.0,100.0,54.3,7.0,0.0,0.0,1.0,12.1
2021-03-21,Łukasz Fabiański,Matchweek 29,Home,D 3–3,West Ham,Arsenal,Y,GK,90.0,6.0,3.0,5.0,50.0,0.0,1.1,0.0,0.0,0.0,0.0,3.0,18.0,16.7,20.0,2.0,65.0,51.5,5.0,100.0,68.8,14.0,2.0,14.3,0.0,14.6
2021-04-05,Łukasz Fabiański,Matchweek 30,Away,W 3–2,West Ham,Wolves,Y,GK,90.0,5.0,2.0,3.0,60.0,0.0,3.1,0.0,0.0,0.0,0.0,10.0,24.0,41.7,17.0,6.0,64.7,50.6,16.0,81.3,60.3,13.0,1.0,7.7,0.0,11.0
2021-04-11,Łukasz Fabiański,Matchweek 31,Home,W 3–2,West Ham,Leicester City,Y,GK,90.0,4.0,2.0,2.0,50.0,0.0,0.9,0.0,0.0,0.0,0.0,5.0,23.0,21.7,28.0,7.0,71.4,52.0,4.0,75.0,57.3,8.0,2.0,25.0,0.0,11.3
2021-04-17,Łukasz Fabiański,Matchweek 32,Away,L 2–3,West Ham,Newcastle Utd,Y,GK,90.0,6.0,3.0,4.0,50.0,0.0,1.2,0.0,0.0,0.0,0.0,5.0,11.0,45.5,23.0,7.0,43.5,35.9,3.0,33.3,39.7,3.0,0.0,0.0,0.0,5.3
2021-04-24,Łukasz Fabiański,Matchweek 33,Home,L 0–1,West Ham,Chelsea,Y,GK,90.0,6.0,1.0,5.0,83.3,0.0,2.5,0.0,0.0,0.0,0.0,4.0,22.0,18.2,25.0,1.0,68.0,48.6,6.0,83.3,58.7,7.0,0.0,0.0,0.0,10.0
2021-05-03,Łukasz Fabiański,Matchweek 34,Away,W 2–1,West Ham,Burnley,Y,GK,90.0,1.0,1.0,1.0,100.0,0.0,0.9,1.0,1.0,0.0,0.0,5.0,18.0,27.8,23.0,3.0,47.8,40.7,9.0,77.8,60.9,16.0,1.0,6.3,0.0,14.3
2021-05-09,Łukasz Fabiański,Matchweek 35,Home,L 0–1,West Ham,Everton,Y,GK,90.0,3.0,1.0,2.0,66.7,0.0,1.3,0.0,0.0,0.0,0.0,6.0,9.0,66.7,16.0,6.0,37.5,35.7,5.0,60.0,50.0,6.0,0.0,0.0,1.0,11.5
2021-05-15,Łukasz Fabiański,Matchweek 36,Away,D 1–1,West Ham,Brighton,Y,GK,90.0,2.0,1.0,1.0,50.0,0.0,0.7,0.0,0.0,0.0,0.0,10.0,18.0,55.6,19.0,4.0,57.9,44.6,7.0,100.0,64.3,7.0,2.0,28.6,1.0,17.7
2021-05-23,Łukasz Fabiański,Matchweek 38,Home,W 3–0,West Ham,Southampton,Y,GK,90.0,5.0,0.0,5.0,100.0,1.0,1.1,0.0,0.0,0.0,0.0,14.0,28.0,50.0,28.0,6.0,60.7,51.3,12.0,91.7,62.8,5.0,0.0,0.0,0.0,13.2
2020-09-13,Sam Johnstone,Matchweek 1,Home,L 0–3,West Brom,Leicester City,Y,GK,90.0,5.0,3.0,4.0,80.0,0.0,3.0,2.0,2.0,0.0,0.0,8.0,22.0,36.4,26.0,3.0,61.5,48.8,6.0,100.0,63.5,6.0,0.0,0.0,0.0,13.3
2020-09-19,Sam Johnstone,Matchweek 2,Away,L 2–5,West Brom,Everton,Y,GK,90.0,7.0,5.0,2.0,28.6,0.0,4.1,0.0,0.0,0.0,0.0,6.0,21.0,28.6,23.0,7.0,60.9,46.4,8.0,87.5,55.0,7.0,0.0,0.0,0.0,13.9
2020-09-26,Sam Johnstone,Matchweek 3,Home,D 3–3,West Brom,Chelsea,Y,GK,90.0,11.0,3.0,8.0,72.7,0.0,3.8,0.0,0.0,0.0,0.0,9.0,26.0,34.6,21.0,1.0,100.0,59.7,7.0,71.4,50.0,15.0,1.0,6.7,0.0,12.3
2020-10-04,Sam Johnstone,Matchweek 4,Away,L 0–2,West Brom,Southampton,Y,GK,90.0,7.0,2.0,5.0,71.4,0.0,2.3,0.0,0.0,0.0,0.0,14.0,23.0,60.9,23.0,4.0,69.6,44.0,9.0,77.8,53.6,6.0,0.0,0.0,2.0,18.3
2020-10-19,Sam Johnstone,Matchweek 5,Home,D 0–0,West Brom,Burnley,Y,GK,90.0,4.0,0.0,4.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,23.0,26.1,35.0,14.0,54.3,43.3,6.0,66.7,52.8,13.0,1.0,7.7,0.0,14.3
2020-10-26,Sam Johnstone,Matchweek 6,Away,D 1–1,West Brom,Brighton,Y,GK,90.0,3.0,1.0,3.0,66.7,0.0,0.8,0.0,0.0,0.0,0.0,11.0,19.0,57.9,30.0,4.0,56.7,43.4,5.0,40.0,31.4,6.0,0.0,0.0,0.0,12.8
2020-11-02,Sam Johnstone,Matchweek 7,Away,L 0–2,West Brom,Fulham,Y,GK,90.0,4.0,2.0,2.0,50.0,0.0,1.7,0.0,0.0,0.0,0.0,9.0,13.0,69.2,32.0,12.0,34.4,34.1,7.0,28.6,28.4,12.0,2.0,16.7,2.0,15.4
2020-11-08,Sam Johnstone,Matchweek 8,Home,L 0–1,West Brom,Tottenham,Y,GK,90.0,5.0,1.0,4.0,80.0,0.0,1.1,0.0,0.0,0.0,0.0,8.0,24.0,33.3,20.0,2.0,85.0,58.1,7.0,100.0,73.3,7.0,0.0,0.0,0.0,15.0
2020-11-21,Sam Johnstone,Matchweek 9,Away,L 0–1,West Brom,Manchester Utd,Y,GK,90.0,6.0,1.0,6.0,100.0,0.0,3.1,2.0,1.0,1.0,0.0,3.0,21.0,14.3,31.0,5.0,54.8,43.4,6.0,66.7,44.8,9.0,0.0,0.0,1.0,17.0
2020-11-28,Sam Johnstone,Matchweek 10,Home,W 1–0,West Brom,Sheffield Utd,Y,GK,90.0,5.0,0.0,5.0,100.0,1.0,1.2,0.0,0.0,0.0,0.0,15.0,31.0,48.4,27.0,1.0,81.5,58.8,10.0,90.0,62.2,10.0,1.0,10.0,1.0,13.0
2020-12-06,Sam Johnstone,Matchweek 11,Home,L 1–5,West Brom,Crystal Palace,Y,GK,90.0,7.0,5.0,3.0,28.6,0.0,3.2,0.0,0.0,0.0,0.0,5.0,12.0,41.7,18.0,4.0,44.4,39.5,6.0,66.7,45.5,5.0,0.0,0.0,2.0,23.0
2020-12-12,Sam Johnstone,Matchweek 12,Away,L 1–2,West Brom,Newcastle Utd,Y,GK,90.0,6.0,2.0,4.0,66.7,0.0,1.5,0.0,0.0,0.0,0.0,5.0,12.0,41.7,20.0,6.0,40.0,39.3,5.0,80.0,59.6,11.0,1.0,9.1,1.0,17.0
2020-12-15,Sam Johnstone,Matchweek 13,Away,D 1–1,West Brom,Manchester City,Y,GK,90.0,7.0,1.0,6.0,85.7,0.0,1.4,0.0,0.0,0.0,0.0,13.0,36.0,36.1,25.0,3.0,80.0,57.4,16.0,100.0,66.0,10.0,1.0,10.0,1.0,10.9
2020-12-20,Sam Johnstone,Matchweek 14,Home,L 0–3,West Brom,Aston Villa,Y,GK,90.0,9.0,3.0,7.0,77.8,0.0,3.0,1.0,1.0,0.0,0.0,13.0,34.0,38.2,27.0,3.0,81.5,58.2,12.0,100.0,66.8,13.0,1.0,7.7,0.0,10.2
2020-12-27,Sam Johnstone,Matchweek 15,Away,D 1–1,West Brom,Liverpool,Y,GK,90.0,2.0,1.0,1.0,50.0,0.0,0.9,0.0,0.0,0.0,0.0,6.0,31.0,19.4,17.0,0.0,94.1,67.2,15.0,100.0,71.9,18.0,2.0,11.1,0.0,16.5
2020-12-29,Sam Johnstone,Matchweek 16,Home,L 0–5,West Brom,Leeds United,Y,GK,90.0,6.0,5.0,2.0,16.7,0.0,2.9,0.0,0.0,0.0,0.0,8.0,22.0,36.4,22.0,4.0,68.2,50.3,7.0,100.0,67.0,13.0,0.0,0.0,0.0,10.8
2021-01-02,Sam Johnstone,Matchweek 17,Home,L 0–4,West Brom,Arsenal,Y,GK,90.0,11.0,4.0,7.0,63.6,0.0,3.6,0.0,0.0,0.0,0.0,18.0,26.0,69.2,23.0,4.0,69.6,50.7,10.0,100.0,61.1,9.0,3.0,33.3,1.0,16.0
2021-01-19,Sam Johnstone,Matchweek 18,Away,L 1–2,West Brom,West Ham,Y,GK,90.0,6.0,2.0,4.0,66.7,0.0,2.3,0.0,0.0,0.0,0.0,6.0,21.0,28.6,26.0,4.0,61.5,47.2,6.0,83.3,62.8,19.0,0.0,0.0,0.0,11.7
2021-01-26,Sam Johnstone,Matchweek 20,Home,L 0–5,West Brom,Manchester City,Y,GK,90.0,7.0,5.0,1.0,28.6,0.0,5.3,0.0,0.0,0.0,0.0,5.0,32.0,15.6,30.0,3.0,86.7,56.2,6.0,100.0,66.5,3.0,0.0,0.0,1.0,12.7
2021-01-30,Sam Johnstone,Matchweek 21,Home,D 2–2,West Brom,Fulham,Y,GK,90.0,7.0,2.0,5.0,71.4,0.0,1.1,0.0,0.0,0.0,0.0,10.0,31.0,32.3,34.0,5.0,76.5,51.6,7.0,71.4,55.4,7.0,1.0,14.3,0.0,15.0
2021-02-02,Sam Johnstone,Matchweek 22,Away,L 1–2,West Brom,Sheffield Utd,Y,GK,90.0,6.0,2.0,4.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,8.0,29.0,27.6,28.0,4.0,75.0,51.8,10.0,80.0,53.0,10.0,1.0,10.0,1.0,15.4
2021-02-07,Sam Johnstone,Matchweek 23,Away,L 0–2,West Brom,Tottenham,Y,GK,90.0,6.0,2.0,4.0,66.7,0.0,2.3,0.0,0.0,0.0,0.0,13.0,31.0,41.9,31.0,7.0,77.4,48.8,8.0,87.5,59.0,9.0,1.0,11.1,0.0,10.6
2021-02-14,Sam Johnstone,Matchweek 24,Home,D 1–1,West Brom,Manchester Utd,Y,GK,90.0,6.0,1.0,4.0,83.3,0.0,1.0,0.0,0.0,0.0,0.0,9.0,33.0,27.3,34.0,2.0,85.3,56.5,4.0,100.0,73.5,17.0,0.0,0.0,1.0,11.9
2021-02-20,Sam Johnstone,Matchweek 25,Away,D 0–0,West Brom,Burnley,Y,GK,90.0,1.0,0.0,1.0,100.0,1.0,0.1,0.0,0.0,0.0,0.0,12.0,36.0,33.3,31.0,3.0,83.9,55.1,11.0,90.9,65.7,11.0,1.0,9.1,3.0,22.1
2021-02-27,Sam Johnstone,Matchweek 26,Home,W 1–0,West Brom,Brighton,Y,GK,90.0,6.0,0.0,6.0,100.0,1.0,0.5,2.0,0.0,0.0,2.0,9.0,29.0,31.0,21.0,5.0,95.2,60.3,9.0,100.0,66.3,8.0,1.0,12.5,1.0,14.3
2021-03-07,Sam Johnstone,Matchweek 27,Home,D 0–0,West Brom,Newcastle Utd,Y,GK,90.0,5.0,0.0,5.0,100.0,1.0,0.9,0.0,0.0,0.0,0.0,15.0,31.0,48.4,32.0,5.0,81.3,51.4,5.0,100.0,67.4,7.0,1.0,14.3,0.0,13.7
2021-03-13,Sam Johnstone,Matchweek 28,Away,L 0–1,West Brom,Crystal Palace,Y,GK,90.0,3.0,1.0,3.0,100.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,13.0,30.8,28.0,8.0,46.4,42.9,1.0,0.0,27.0,3.0,0.0,0.0,1.0,17.9
2021-03-04,Sam Johnstone,Matchweek 29,Home,L 0–1,West Brom,Everton,Y,GK,90.0,3.0,1.0,2.0,66.7,0.0,0.9,0.0,0.0,0.0,0.0,4.0,13.0,30.8,28.0,7.0,39.3,37.3,2.0,100.0,69.5,9.0,0.0,0.0,1.0,13.4
2021-04-03,Sam Johnstone,Matchweek 30,Away,W 5–2,West Brom,Chelsea,Y,GK,90.0,7.0,2.0,4.0,71.4,0.0,1.6,0.0,0.0,0.0,0.0,3.0,20.0,15.0,20.0,2.0,80.0,57.4,7.0,57.1,47.4,5.0,1.0,20.0,0.0,12.2
2021-04-12,Sam Johnstone,Matchweek 31,Home,W 3–0,West Brom,Southampton,Y,GK,90.0,3.0,0.0,3.0,100.0,1.0,0.9,1.0,0.0,1.0,0.0,12.0,31.0,38.7,25.0,4.0,84.0,57.6,11.0,90.9,61.8,6.0,1.0,16.7,2.0,17.3
2021-04-22,Sam Johnstone,Matchweek 32,Away,L 0–3,West Brom,Leicester City,Y,GK,90.0,7.0,3.0,4.0,57.1,0.0,2.8,0.0,0.0,0.0,0.0,14.0,32.0,43.8,30.0,5.0,83.3,52.1,8.0,87.5,59.8,4.0,0.0,0.0,0.0,17.8
2021-04-25,Sam Johnstone,Matchweek 33,Away,D 2–2,West Brom,Aston Villa,Y,GK,90.0,10.0,2.0,9.0,90.0,0.0,2.6,1.0,1.0,0.0,0.0,6.0,35.0,17.1,27.0,1.0,92.6,67.4,10.0,100.0,68.9,15.0,0.0,0.0,0.0,11.4
2021-05-03,Sam Johnstone,Matchweek 34,Home,D 1–1,West Brom,Wolves,Y,GK,90.0,10.0,1.0,9.0,90.0,0.0,2.2,0.0,0.0,0.0,0.0,8.0,25.0,32.0,30.0,7.0,66.7,47.7,7.0,71.4,53.0,9.0,0.0,0.0,1.0,16.8
2021-05-09,Sam Johnstone,Matchweek 35,Away,L 1–3,West Brom,Arsenal,Y,GK,90.0,7.0,3.0,4.0,57.1,0.0,1.5,0.0,0.0,0.0,0.0,6.0,30.0,20.0,29.0,1.0,82.8,60.6,6.0,100.0,68.5,6.0,1.0,16.7,0.0,15.0
2021-05-16,Sam Johnstone,Matchweek 36,Home,L 1–2,West Brom,Liverpool,Y,GK,90.0,6.0,2.0,4.0,66.7,0.0,2.0,0.0,0.0,0.0,0.0,11.0,37.0,29.7,28.0,5.0,82.1,58.9,14.0,100.0,72.1,12.0,1.0,8.3,1.0,14.4
2021-05-19,Sam Johnstone,Matchweek 37,Home,L 1–3,West Brom,West Ham,Y,GK,90.0,9.0,3.0,6.0,66.7,0.0,3.3,1.0,0.0,0.0,1.0,12.0,30.0,40.0,32.0,8.0,65.6,51.9,9.0,100.0,70.3,9.0,1.0,11.1,1.0,20.3
2021-05-23,Sam Johnstone,Matchweek 38,Away,L 1–3,West Brom,Leeds United,Y,GK,90.0,8.0,3.0,6.0,75.0,0.0,3.4,1.0,1.0,0.0,0.0,12.0,26.0,46.2,23.0,6.0,65.2,50.3,12.0,91.7,62.5,9.0,1.0,11.1,1.0,14.5
2020-09-26,Willy Caballero,Matchweek 3,Away,D 3–3,Chelsea,West Brom,Y,GK,90,3,3,0,0.0,0,1.5,0,0,0,0,1,3,33.3,20,2,15.0,24.6,6,0.0,19.7,8,0,0.0,2,22.0
2020-09-12,Vicente Guaita,Matchweek 1,Home,W 1–0,Crystal Palace,Southampton,Y,GK,90,5,0,5,100.0,1,0.8,0,0,0,0,6,25,24.0,20,0,95.0,62.9,6,100.0,67.3,7,1,14.3,0,8.3
2020-09-19,Vicente Guaita,Matchweek 2,Away,W 3–1,Crystal Palace,Manchester Utd,Y,GK,90,4,1,3,75.0,0,1.3,0,0,0,0,7,18,38.9,12,0,91.7,54.9,7,100.0,64.9,11,0,0.0,1,22.3
2020-09-26,Vicente Guaita,Matchweek 3,Home,L 1–2,Crystal Palace,Everton,Y,GK,90,4,2,3,75.0,0,2.9,1,1,0,0,3,9,33.3,12,2,50.0,42.1,5,60.0,48.0,7,0,0.0,0,15.0
2020-10-03,Vicente Guaita,Matchweek 4,Away,L 0–4,Crystal Palace,Chelsea,Y,GK,90,4,4,2,50.0,0,2.5,2,2,0,0,3,17,17.6,15,4,60.0,41.8,8,100.0,68.1,8,0,0.0,0,12.4
2020-10-18,Vicente Guaita,Matchweek 5,Home,D 1–1,Crystal Palace,Brighton,Y,GK,90,3,1,2,66.7,0,1.2,0,0,0,0,7,29,24.1,17,2,70.6,50.5,17,100.0,65.9,9,0,0.0,0,11.0
2020-10-24,Vicente Guaita,Matchweek 6,Away,W 2–1,Crystal Palace,Fulham,Y,GK,90,3,1,1,66.7,0,0.4,0,0,0,0,6,18,33.3,15,4,66.7,47.9,14,57.1,45.4,18,1,5.6,0,14.3
2020-10-30,Vicente Guaita,Matchweek 7,Away,L 0–2,Crystal Palace,Wolves,Y,GK,90,5,2,3,60.0,0,2.2,0,0,0,0,3,7,42.9,18,8,22.2,32.2,9,33.3,44.7,12,2,16.7,1,21.0
2020-11-07,Vicente Guaita,Matchweek 8,Home,W 4–1,Crystal Palace,Leeds United,Y,GK,90,3,1,2,66.7,0,1.1,0,0,0,0,4,25,16.0,17,1,94.1,64.7,9,100.0,67.7,11,2,18.2,0,12.3
2020-11-23,Vicente Guaita,Matchweek 9,Away,L 0–1,Crystal Palace,Burnley,Y,GK,90,5,1,4,80.0,0,1.1,0,0,0,0,4,23,17.4,37,10,48.6,40.6,5,100.0,66.0,4,0,0.0,3,18.2
2020-11-27,Vicente Guaita,Matchweek 10,Home,L 0–2,Crystal Palace,Newcastle Utd,Y,GK,90,7,2,5,71.4,0,1.6,0,0,0,0,4,14,28.6,17,6,58.8,47.5,4,100.0,70.3,9,0,0.0,1,9.8
2020-12-06,Vicente Guaita,Matchweek 11,Away,W 5–1,Crystal Palace,West Brom,Y,GK,90,4,1,3,75.0,0,1.1,0,0,0,0,3,7,42.9,21,2,23.8,32.8,4,50.0,47.0,8,0,0.0,0,10.5
2020-12-13,Vicente Guaita,Matchweek 12,Home,D 1–1,Crystal Palace,Tottenham,Y,GK,90,6,1,4,83.3,0,1.6,0,0,0,0,12,17,70.6,18,5,50.0,36.4,8,100.0,66.1,10,1,10.0,0,11.9
2020-12-16,Vicente Guaita,Matchweek 13,Away,D 1–1,Crystal Palace,West Ham,Y,GK,90,2,1,1,50.0,0,0.9,0,0,0,0,6,25,24.0,17,2,76.5,45.9,12,100.0,65.8,13,1,7.7,0,16.0
